taxonid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,category,criteria,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason,tax_sp_level
95317171,Eremospatha cuspidata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,(G.Mann &amp; H.Wendl.) H.Wendl.,2016,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Bachman, S. & Baker, W.J.",100,3208475,1200,0,NA,NA,NA,NA,NA,NA,Eremospatha cuspidata
95317299,Eremospatha dransfieldii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,Sunderl.,2016,EN,B2ab(iii),FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Baker, W.J. & Bachman, S.",40,251334,200,100,NA,NA,NA,NA,NA,NA,Eremospatha dransfieldii
95317318,Eremospatha haullevilleana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,De Wild.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",480,3394456,1300,0,NA,NA,NA,NA,NA,NA,Eremospatha haullevilleana
195913,Borassus aethiopum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Borassus,Rhun Palm,Mart.,2016,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Bachman, S. & Baker, W.J.",536,14762390,1200,0,NA,NA,NA,NA,NA,NA,Borassus aethiopum
44392184,Eremospatha hookeri,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,(G.Mann &amp; H.Wendl.) H.Wendl,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",180,1564667,200,0,NA,NA,NA,NA,NA,NA,Eremospatha hookeri
95317339,Eremospatha laurentii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan Palm,De Wild.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",240,3553966,800,0,NA,NA,NA,NA,NA,NA,Eremospatha laurentii
95317371,Eremospatha macrocarpa,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan ,H.Wendl.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",552,4751542,1200,0,NA,NA,NA,NA,NA,NA,Eremospatha macrocarpa
95317421,Eremospatha quinquecostulata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,Becc.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",36,166826,700,0,NA,NA,NA,NA,NA,NA,Eremospatha quinquecostulata
95317440,Eremospatha tessmanniana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,Becc.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",20,226283,850,0,NA,NA,NA,NA,NA,NA,Eremospatha tessmanniana
95317459,Eremospatha wendlandiana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,Dammer ex Becc.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",196,624645,600,0,NA,NA,NA,NA,NA,NA,Eremospatha wendlandiana
95317478,Hyphaene compressa,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Hyphaene,Doum Palm,H.Wendl.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Stauffer, F.",208,1203516,1400,0,NA,NA,NA,NA,NA,NA,Hyphaene compressa
195994,Hyphaene coriacea,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Hyphaene,Ilala Palm,Gaertn.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Stauffer, F.",384,4259267,300,0,NA,NA,NA,NA,NA,NA,Hyphaene coriacea
95315716,Borassus akeassii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Borassus,Rônier,"Bayton, Ouédr. &amp; Guinko",2016,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Bachman, S. & Baker, W.J.",60,1609179,400,0,NA,NA,NA,NA,NA,NA,Borassus akeassii
95317509,Hyphaene guineensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Hyphaene,Doum,Schumach. &amp; Thonn.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Stauffer, F.",88,664793,300,0,NA,NA,NA,NA,NA,NA,Hyphaene guineensis
95317629,Hyphaene petersiana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Hyphaene,Vegetable Ivory Palm,Klotzsch ex Mart.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Stauffer, F.",392,3800682,1300,0,NA,NA,NA,NA,NA,NA,Hyphaene petersiana
19017230,Hyphaene thebaica,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Hyphaene,Doum Palm,(L.) Mart.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Stauffer, F.",220,22928432,NA,NA,NA,NA,NA,NA,NA,NA,Hyphaene thebaica
95315744,Calamus deerratus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Calamus,Rattan,G.Mann &amp; H.Wendl.,2016,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Bachman, S. & Baker, W.J.",600,8427007,1500,0,NA,NA,NA,NA,NA,NA,Calamus deerratus
95317685,Laccosperma acutiflorum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Laccosperma,Rattan,(Becc.) J.Dransf.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",116,1799083,710,0,NA,NA,NA,NA,NA,NA,Laccosperma acutiflorum
95317910,Laccosperma laeve,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Laccosperma,Rattan palm,(G.Mann &amp; H.Wendl.) Kuntze,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",192,1733564,500,0,NA,NA,NA,NA,NA,NA,Laccosperma laeve
95366327,Laccosperma opacum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Laccosperma,Rattan Palm,Drude,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",392,2727084,1000,0,NA,NA,NA,NA,NA,NA,Laccosperma opacum
95366435,Laccosperma robustum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Laccosperma,Rattan Palm,(Burret) J.Dransf.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",232,1849286,600,0,NA,NA,NA,NA,NA,NA,Laccosperma robustum
95366474,Laccosperma secundiflorum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Laccosperma,Rattan Palm,(P.Beauv.) Kuntze,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",536,3820809,600,0,NA,NA,NA,NA,NA,NA,Laccosperma secundiflorum
30402,Livistona carinensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Livistona,Bankoualé Palm,(Chiov.) Dransf. &amp; Uhl,2018,EN,"A2c; B2ab(iii,v)",FALSE,FALSE,TRUE,"Cosiaux, A., Welch, H., Gardiner, L.M., Welch, G. & Couvreur, T.L.P.","Baker, W.J.",84,19748,970,165,NA,NA,NA,NA,NA,NA,Livistona carinensis
95366499,Oncocalamus macrospathus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Oncocalamus,Rattan Palm,Burret,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",72,803776,500,0,NA,NA,NA,NA,NA,NA,Oncocalamus macrospathus
95366508,Oncocalamus mannii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Oncocalamus,Rattan Palm,(H.Wendl.) H.Wendl.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",164,681868,500,0,NA,NA,NA,NA,NA,NA,Oncocalamus mannii
95366521,Oncocalamus tuleyi,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Oncocalamus,Rattan,Sunderl.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",64,20407,500,0,NA,NA,NA,NA,NA,NA,Oncocalamus tuleyi
95366536,Oncocalamus wrightianus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Oncocalamus,Rattan,Hutch.,2017,EN,B1ab(iii)+2ab(iii),FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Sunderland, T.",24,3897,150,0,NA,NA,NA,NA,NA,NA,Oncocalamus wrightianus
67540526,Phoenix reclinata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Phoenix,Dattier du Senegal,Jacq.,2017,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Baker, W.J.",1080,24741605,3000,0,NA,NA,NA,NA,NA,NA,Phoenix reclinata
44393396,Raphia mambillensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Raphia,Raphia Palm,Otedoh,2013,LC,NA,FALSE,FALSE,TRUE,"Loftus, C.","Sunderland, T.",NA,NA,1600,600,NA,NA,NA,NA,NA,NA,Raphia mambillensis
185206,Raphia palma-pinus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Raphia,Raphia Palm,(Gaertn.) Hutch.,2010,DD,NA,FALSE,TRUE,TRUE,"Ouedraogo, L.","Diop, F.N. & Smith, K.G.",Notevalueted,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia palma-pinus
46200,Raphia regalis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Raphia,Raphia Palm,Becc.,2004,VU,B2ab(iii),FALSE,FALSE,TRUE,"Darbyshire, I.","Maunder, M. & Zona, S. (Palm Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia regalis
185457,Raphia sudanica,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Raphia,Raphia,A.Chev.,2010,DD,NA,FALSE,TRUE,TRUE,"Ouedraogo, L.","Diop, F.N. & Smith, K.G.",Notevalueted,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphia sudanica
34462,Dypsis pembana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Dypsis,NA,(H.E.Moore) Beentje &amp; J.Dransf.,2009,VU,D2,FALSE,FALSE,TRUE,Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project,"Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F. & Schatz, G.  (East African Plants Red List Authority)",20,NA,10,0,NA,NA,NA,NA,NA,NA,Dypsis pembana
13416970,Elaeis guineensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Elaeis,African Oil Palm,Jacq.,2016,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Bachman, S., Baker, W.J., Kell, S.P., Maxted, N. & Magos Brehm, J.",528,7494186,1500,0,NA,NA,NA,NA,NA,NA,Elaeis guineensis
95316871,Eremospatha barendii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,Sunderl.,2016,CR,B1ab(iii)+2ab(iii); D,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Bachman, S. & Baker, W.J.",8,8,500,0,NA,NA,NA,NA,NA,NA,Eremospatha barendii
95316898,Eremospatha cabrae,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Eremospatha,Rattan,(De Wild. &amp; T.Durand) De Wild.,2016,LC,NA,FALSE,FALSE,TRUE,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.","Baker, W.J. & Bachman, S.",176,1646687,1000,0,NA,NA,NA,NA,NA,NA,Eremospatha cabrae
62021075,Berlinia bracteosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Benth.,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",480,641498,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia bracteosa
62021125,Berlinia confusa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,Bois de Rose,Hoyle,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",404,1581851,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia confusa
62021182,Berlinia grandiflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,Bois de Rose,(Vahl) Hutch. &amp; Dalziel,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",592,6870463,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia grandiflora
62021066,Berlinia auriculata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,Bois de rose,Benth.,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",324,557075,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia auriculata
103849572,Berlinia craibiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,Bois de Rose,Baker f.,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",164,505932,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia craibiana
103851211,Berlinia phenacoa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Mackinder,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Rivers, M.C.",108,890071,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia phenacoa
103849291,Berlinia congolensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,Bois de Rose,(Baker f.) Keay,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",176,2191632,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia congolensis
33464,Berlinia occidentalis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Keay,1998,VU,"A1c, B1+2c",FALSE,FALSE,TRUE,"Hawthorne, W.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia occidentalis
103849107,Berlinia bruneelii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,(De Wild.) Torre &amp; Hillc.,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",340,2061818,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia bruneelii
103851416,Berlinia viridicans,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Baker f.,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Rivers, M.C.",24,58439,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia viridicans
103851275,Berlinia razzifera,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Mackinder &amp; Wieringa,2017,EN,B1ab(iii),FALSE,FALSE,TRUE,"Mackinder, B., Hargreaves, S. & Wieringa, J.","Rivers, M.C.",16,37,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia razzifera
103851040,Berlinia immaculata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Mackinder &amp; Wieringa,2017,NT,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",24,21827,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia immaculata
103851010,Berlinia giorgii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,De Wild.,2017,LC,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Rivers, M.C.",212,1559835,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia giorgii
103851258,Berlinia rabiensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Mackinder,2017,EN,D,FALSE,FALSE,TRUE,"Mackinder, B., Hargreaves, S. & Wieringa, J.","Rivers, M.C.",16,377,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia rabiensis
32710,Berlinia coriacea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Keay,2012,LC,NA,FALSE,FALSE,TRUE,"Contu, S.","Hilton-Taylor, C.",NA,200000,600,0,NA,NA,NA,NA,NA,NA,Berlinia coriacea
103851066,Berlinia korupensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Mackinder &amp; Burgt,2017,CR,D,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Onana, J.-M.",8,8,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia korupensis
103851319,Berlinia sapinii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,De Wild.,2017,DD,NA,FALSE,FALSE,TRUE,"Mackinder, B. & Hargreaves, S.","Rivers, M.C.",24,192355,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia sapinii
34790,Berlinia orientalis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Berlinia,NA,Brenan,1998,VU,B1+2b,FALSE,FALSE,TRUE,"Lovett, J. & Clarke, G.P.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berlinia orientalis
185444,Brillantaisia owariensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Brillantaisia,NA,P.Beauv.,2017,LC,NA,FALSE,TRUE,TRUE,"Beentje, H.J.","Luke, W.R.Q.",NA,>1000000,1850,80,NA,NA,NA,NA,NA,NA,Brillantaisia owariensis
19892619,Leptoderris brachyptera,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Leptoderris,NA,(Benth.) Dunn,2012,LC,NA,FALSE,FALSE,TRUE,"Groom, A.","Hilton-Taylor, C.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA,Leptoderris brachyptera
97219765,Vaccinium stanleyi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Vaccinium,NA,Schweinf.,2017,LC,NA,FALSE,FALSE,TRUE,"Ntore, S., Nshutiyayesu, S., Mwangoka, M., Maunder, M., Luke, W.R.Q., Kalema, J., Kabuye, C., Gereau, R. & Beentje, H.J.","Fischer, E.",74.3,264,3500,1700,NA,NA,NA,NA,NA,NA,Vaccinium stanleyi
33048,Diospyros crassiflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,EBENACEAE,Diospyros,Ebony,Hiern,1998,EN,A1d,FALSE,FALSE,TRUE,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diospyros crassiflora
61794032,Carapa procera,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Carapa,NA,DC.,2018,LC,NA,FALSE,FALSE,TRUE,"Barstow, M.","Onana, J.-M.",NA,825508,2450,0,NA,NA,NA,NA,NA,NA,Carapa procera
19892557,Angylocalyx boutiqueanus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Angylocalyx,NA,L.Touss.,2012,LC,NA,FALSE,FALSE,TRUE,"Contu, S.","Hilton-Taylor, C.",NA,580000,500,350,NA,NA,NA,NA,NA,NA,Angylocalyx boutiqueanus
185329,Acanthus montanus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Acanthus,NA,T.Anderson,2010,LC,NA,FALSE,TRUE,TRUE,"Ghogue, J.-P.","Diop, F.N., Ali, M.M. & Smith, K.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthus montanus
164368,Osmunda regalis,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,OSMUNDALES,OSMUNDACEAE,Osmunda,Royal Fern,L.,2014,LC,NA,FALSE,TRUE,TRUE,"Matchutadze, I.","Lansdown, R.V., Allen, D.J. & Kavak, S.",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Osmunda regalis
65542879,Brachystephanus jaundensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Brachystephanus,NA,Lindau,2017,LC,NA,FALSE,FALSE,TRUE,"Rokni, S.","Darbyshire, I.",256,3312518,1500,150,NA,NA,NA,NA,NA,NA,Brachystephanus jaundensis
185588,Dicliptera elliotii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Dicliptera,NA,C.B.Clarke,2010,LC,NA,FALSE,TRUE,TRUE,"Ghogue, J.-P.","Diop, F.N., Ali, M.M. & Smith, K.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dicliptera elliotii
185353,Hygrophila uliginosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Hygrophila,NA,S.Moore,2010,LC,NA,FALSE,TRUE,TRUE,"Ghogue, J.-P.","Diop, F.N., Ali, M.M. & Smith, K.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hygrophila uliginosa
177163,Hygrophila schulli,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Hygrophila,NA,(Buch.-Ham.) M.R.Almeida &amp; S.M. Almeida,2017,LC,NA,FALSE,TRUE,TRUE,"Beentje, H.J., Watve, A. & Molur, S.","Luke, W.R.Q.",NA,10000000-30000000,1650,0,NA,NA,NA,NA,NA,NA,Hygrophila schulli
46847,Hygrophila gracillima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Hygrophila,NA,(Schinz) Burkill,2004,LC,NA,FALSE,TRUE,TRUE,"Craven, P.","Victor, J.E. & Hilton-Taylor, C. (Southern African Plants Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hygrophila gracillima
97241071,Isoglossa laxiflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Isoglossa,NA,Lindau,2017,LC,NA,FALSE,FALSE,TRUE,"Ntore, S., Nshutiyayesu, S., Mwangoka, M., Maunder, M., Luke, W.R.Q., Kalema, J., Kabuye, C., Gereau, R. & Beentje, H.J.","Fischer, E.",36,23.8,2600,2150,NA,NA,NA,NA,NA,NA,Isoglossa laxiflora
185210,Justicia laxa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Justicia,NA,T.Anderson,2010,LC,NA,FALSE,TRUE,TRUE,"Ghogue, J.-P.","Diop, F.N., Ali, M.M. & Smith, K.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Justicia laxa
70467081,Begonia pulcherrima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,Begonia,NA,Sosef,2017,EN,B1ab(iii)+2ab(iii),FALSE,FALSE,TRUE,"Ntore, S., Beentje, H.J., Gereau, R., Kabuye, C., Kalema, J., Luke, W.R.Q., Maunder, M., Mwangoka, M. & Nshutiyayesu, S.","Fischer, E.",72,787,2000,1650,NA,NA,NA,NA,NA,NA,Begonia pulcherrima
70371223,Crossandra infundibuliformis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Crossandra,NA,(L.) Nees,2017,LC,NA,FALSE,FALSE,TRUE,"Ntore, S., Nshutiyayesu, S., Mwangoka, M., Luke, W.R.Q., Maunder, M., Kalema, J., Kabuye, C., Gereau, R. & Beentje, H.J.","Fischer, E.",270,5524483,2300,40,NA,NA,NA,NA,NA,NA,Crossandra infundibuliformis
185495,Crossandrella dusenii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Crossandrella,NA,(Lindau) S.Moore,2017,LC,NA,FALSE,FALSE,TRUE,"Beentje, H.J.","Luke, W.R.Q.",NA,NA,1200,50,NA,NA,NA,NA,NA,NA,Crossandrella dusenii
71022951,Okoubaka aubrevillei,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,SANTALACEAE,Okoubaka,Death Tree,Pellegr. &amp; Normand,2015,EN,C2a(i),FALSE,FALSE,TRUE,"Borokini, T.I., Rivers, M.C. & Wheeler, L.","Cheek, M. & Gosline, G.",NA,NA,750,100,NA,NA,NA,NA,NA,NA,Okoubaka aubrevillei
