taxonid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,category,criteria,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason,tax_sp_level
168912,Cyperus alternifolius,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Cyperus,NA,Kük. ,2013,LC,NA,FALSE,TRUE,FALSE,"Lansdown, R.V.","García, N. & Defex, T.",NA,NA,2400,700,NA,NA,NA,NA,NA,NA,Cyperus alternifolius
32918,Cynometra gillmanii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Cynometra,NA,Leon,1998,CR,"B1+2abcde, C2b",FALSE,FALSE,TRUE,"Lovett, J. & Clarke, G.P.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynometra gillmanii
66153931,Oldenlandia cana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Oldenlandia,NA,Bremek.,2017,LC,NA,FALSE,FALSE,TRUE,"Darbyshire, I., Timberlake, J., Dhanda, S., Osborne, J. & Hadj-Hammou, J.","Burrows, J.E. & Hilton-Taylor, C.",12-270,12-270,1720,1650,NA,NA,NA,NA,NA,NA,Oldenlandia cana
164064,Phalaris arundinacea,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Phalaris,Reed Canary-grass,L.,2014,LC,NA,FALSE,TRUE,TRUE,"Lansdown, R.V.","Smith, K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phalaris arundinacea
185361,Aponogeton subconjugatus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,APONOGETONACEAE,Aponogeton,NA,Schum. &amp; Thonn.,2010,LC,NA,FALSE,TRUE,FALSE,"Ghogue, J.-P.","Diop, F.N., Ali, M.M. & Smith, K.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aponogeton subconjugatus
177056,Lindernia parviflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LINDERNIACEAE,Lindernia,NA,(Roxb.) Haines,2011,LC,NA,FALSE,TRUE,TRUE,"Mani, S.","Narasimhan, D., Rasingam, L., Lakshminarasimhan, P. & Allen, D.J.",NA,NA,2000,0,NA,NA,NA,NA,NA,NA,Lindernia parviflora
107424461,Utricularia prehensilis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,LENTIBULARIACEAE,Utricularia,NA,E.Mey.,2018,LC,NA,FALSE,TRUE,TRUE,"Clarke, C.M.","Cross, A.",308,11444387,2100,0,NA,NA,NA,NA,NA,NA,Utricularia prehensilis
179570,Dorstenia tenuiradiata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Dorstenia,NA,Mildbr.,2013,VU,B2ab(iii),FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C.",179.741,71426.2,1840,100,NA,NA,NA,NA,NA,NA,Dorstenia tenuiradiata
169055,Fimbristylis quinquangularis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Fimbristylis,NA,(Vahl) Kunth,2014,LC,NA,FALSE,TRUE,TRUE,"Akhani, H. & Zehzad, B.","Lansdown, R.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fimbristylis quinquangularis
158068,Cryptotaenia polygama,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,Cryptotaenia,NA,C.C.Towns.,2009,EN,B2ab(iii),FALSE,FALSE,TRUE,Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project,"Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F. & Schatz, G.  (East African Plants Red List Authority)",50-500,5399,2500,1510,NA,NA,NA,NA,NA,NA,Cryptotaenia polygama
48154046,Anisotes parvifolius,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Anisotes,NA,Oliv.,2015,LC,NA,FALSE,FALSE,TRUE,"Luke, Q., Bangirinama, F., Beentje, H.J., Darbyshire, I., Gereau, R., Kabuye, C., Kalema, J., Kelbessa, E., Minani, V., Mwangoka, M. & Ndangalasi, H.","Maunder, M. & Hilton-Taylor, C.",239.654,109911,650,25,NA,NA,NA,NA,NA,NA,Anisotes parvifolius
195394,Silene cobalticola,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,CARYOPHYLLACEAE,Silene,NA,P.A. Duvign. &amp; Plancke,2014,CR,"B2ab(i,ii,iii,iv,v)",FALSE,FALSE,TRUE,"Meersseman, A., Faucon, M.-P., Meerts, P., Mahy, G., Malaisse, F. & Ngongo Luhembwe, M.","Dessein, S., Schatz, G.E. & Stévart, T.",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Silene cobalticola
39521,Plectranthus dissitiflorus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Plectranthus,NA,(Guerke) J.K.Morton,2000,CR,A1c,FALSE,FALSE,TRUE,"Cheek, M. & Cable, S.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectranthus dissitiflorus
185320,Culcasia panduriformis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Culcasia,NA,Engl. &amp; K.Krause,2010,LC,NA,FALSE,TRUE,TRUE,"Ghogue, J.-P.","Ameka, G., Cheek, M., Ghogue, J.-P., Nzabi, T. Onana, J.M. & Tchouto, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Culcasia panduriformis
35167,Cordia suckertii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,CORDIACEAE,Cordia,NA,Chiov.,1998,LR/nt,NA,FALSE,FALSE,TRUE,"Thulin, M.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cordia suckertii
45409,Dicliptera silvestris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Dicliptera,NA,Lindau,2004,VU,A2c,FALSE,FALSE,TRUE,"Darbyshire, I.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dicliptera silvestris
164253,Cyperus schimperianus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Cyperus,Schimper Flatsedge,Steud.,2017,LC,NA,FALSE,TRUE,TRUE,"Lansdown, R.V., Ghrabi, Z., Daoud-Bouattour, A., Ben Saad, S., Muller, S. & Beentje, H.J.","Luke, W.R.Q.",NA,NA,2600,450,NA,NA,NA,NA,NA,NA,Cyperus schimperianus
32784,Anisophyllea cabole,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,ANISOPHYLLEACEAE,Anisophyllea,NA,Henriq.,1998,VU,D2,FALSE,FALSE,TRUE,World Conservation Monitoring Centre,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anisophyllea cabole
19892216,Indigofera hofmanniana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Indigofera,NA,Schinz,2012,LC,NA,FALSE,FALSE,TRUE,"Lopez Poveda, L.","Hilton-Taylor, C.",NA,NA,1000,700,NA,NA,NA,NA,NA,NA,Indigofera hofmanniana
107426334,Forsskaolea procridifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Forsskaolea,NA,Webb,2017,NT,NA,FALSE,FALSE,TRUE,"Catarino, S., Duarte, M.C. & Romeiras, M.M.","Hilton-Taylor, C. & Martínez Richart, A.I.",93,1570,1700,0,NA,NA,NA,NA,NA,NA,Forsskaolea procridifolia
21343285,Eleusine kigeziensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Eleusine,NA,S.M.Phillips,2016,DD,NA,FALSE,FALSE,TRUE,"Rhodes, L. & Maxted, N.","Fielder, H.",NA,48000,NA,NA,NA,NA,NA,NA,NA,NA,Eleusine kigeziensis
185512,Sphaeranthus steetzii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Sphaeranthus,NA,Oliv. &amp; Hiern,2017,LC,NA,FALSE,TRUE,TRUE,"Beentje, H.J.","Luke, W.R.Q.",NA,NA,2000,30,NA,NA,NA,NA,NA,NA,Sphaeranthus steetzii
185371,Aeschynomene tambacoundensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Aeschynomene,NA,Berhaut,2010,LC,NA,FALSE,TRUE,TRUE,"Ouedraogo, L.","Diop, F.N. & Smith, K.G.",Notevalueted,Notevalueted,NA,NA,NA,NA,NA,NA,NA,NA,Aeschynomene tambacoundensis
33184,Microberlinia brazzavillensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Microberlinia,Zebrawood,A.Chev.,1998,VU,A1c,FALSE,FALSE,TRUE,World Conservation Monitoring Centre,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microberlinia brazzavillensis
44392564,Xyris peteri,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,XYRIDACEAE,Xyris,Yelloweyed Grass,Poelln.,2013,LC,NA,FALSE,FALSE,TRUE,"Crook, V.","Beentje, H.J.",NA,NA,2800,500,NA,NA,NA,NA,NA,NA,Xyris peteri
177184,Oryza barthii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Oryza,Wild Rice,A.Chev. ,2017,LC,NA,FALSE,TRUE,TRUE,"Phillips, J., Yang, L., Mani, S. & Vaughan, D.","Goettsch, B.",848,11542500.821,NA,NA,NA,NA,NA,NA,NA,NA,Oryza barthii
185227,Carex bequaertii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Carex,NA,De Wild.,2017,LC,NA,FALSE,TRUE,TRUE,"Beentje, H.J.","Luke, W.R.Q.",NA,>1000000,3600,1950,NA,NA,NA,NA,NA,NA,Carex bequaertii
201655,Marsdenia obscura,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Marsdenia,NA,(Bullock) Omlor,2011,LC,NA,FALSE,FALSE,TRUE,"Crook, V.","Hilton-Taylor, C. & Lutz, M.L.",76832,172431,459,67,NA,NA,NA,NA,NA,NA,Marsdenia obscura
179863,Panicum pinifolium,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Panicum,NA,Chiov.,2013,VU,B2ab(iii),FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C. & Scott, J.A.",99.8,145509,3,0,NA,NA,NA,NA,NA,NA,Panicum pinifolium
66106486,Plectranthus chimanimanensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Plectranthus,NA,S.Moore,2017,LC,NA,FALSE,FALSE,TRUE,"Darbyshire, I., Timberlake, J., Dhanda, S., Osborne, J. & Hadj-Hammou, J.","Burrows, J.E. & Hilton-Taylor, C.",76,13455,2100,1500,NA,NA,NA,NA,NA,NA,Plectranthus chimanimanensis
85719057,Anisotes guineensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Anisotes,NA,Lindau,2017,EN,B2ab(iii),FALSE,FALSE,TRUE,"Rokni, S.","Darbyshire, I.",28,8084,1200,400,NA,NA,NA,NA,NA,NA,Anisotes guineensis
48153878,Lankesteria alba,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Lankesteria,NA,Lindau,2015,LC,NA,FALSE,FALSE,TRUE,"Luke, W.R.Q., Bangirinama, F., Beentje, H.J., Darbyshire, I., Gereau, R., Kabuye, C., Kalema, J., Kelbessa, E., Kindeketa, W., Malombe, I., Minani, V., Mwangoka, M. & Ndangalasi, H.","Maunder, M. & Hilton-Taylor, C.",429.381,177962,500,20,NA,NA,NA,NA,NA,NA,Lankesteria alba
18290331,Coffea ligustroides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coffea,NA,S.Moore,2017,VU,D2,FALSE,FALSE,TRUE,"Darbyshire, I., Timberlake, J., Osborne, J., Dhanda, S., O'Sullivan, R.J. & Hadj-Hammou, J.","Burrows, J.E. & Hilton-Taylor, C.",20,40.5,1200,1000,NA,NA,NA,NA,NA,NA,Coffea ligustroides
39931,Eriocaulon asteroides,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,ERIOCAULACEAE,Eriocaulon,NA,S.M.Phillips,2000,VU,D2,FALSE,FALSE,TRUE,"Cheek, M. & Pollard, B.J.","Hilton-Taylor, C. & Mauric, A. (Red List Programme Office)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eriocaulon asteroides
32190,Placodiscus attenuatus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Placodiscus,NA,J.B. Hall,1998,EN,"A1c, B1+2c",FALSE,FALSE,TRUE,"Hawthorne, W.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Placodiscus attenuatus
158255,Streptocarpus stomandrus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,GESNERIACEAE,Streptocarpus,NA,B.L.Burtt ,2014,EN,B1ab(iii)+2ab(iii),FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C.",70,275,1900,1000,NA,NA,NA,NA,NA,NA,Streptocarpus stomandrus
32800,Baphia speciosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Baphia,NA,J.B.Gillett & Brummitt,2012,NT,NA,FALSE,FALSE,TRUE,"Contu, S.","Hilton-Taylor, C.",NA,6000,1000,900,NA,NA,NA,NA,NA,NA,Baphia speciosa
185293,Nymphoides rautanenii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,MENYANTHACEAE,Nymphoides,NA,(N.E.Br.) A.Raynal,2010,LC,NA,FALSE,TRUE,FALSE,"Ghogue, J.-P.","Diop, F.N., Ali, M.M. & Smith, K.G.",NA,>20000,1100,305,NA,NA,NA,NA,NA,NA,Nymphoides rautanenii
45889,Tapinanthus preussii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,LORANTHACEAE,Tapinanthus,NA,(Engl.) Tiegh.,2004,VU,A2c+3c,FALSE,FALSE,TRUE,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tapinanthus preussii
39531,Eugenia kameruniana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,NA,Engl.,2000,CR,A1c,FALSE,FALSE,TRUE,"Cheek, M. & Cable, S.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eugenia kameruniana
179249,Memecylon deminutum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,Memecylon,NA,Brenan,2013,LC,NA,FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C.",99.856,1042.9,2200,1450,NA,NA,NA,NA,NA,NA,Memecylon deminutum
41906,Encephalartos kisambo,PLANTAE,TRACHEOPHYTA,CYCADOPSIDA,CYCADALES,ZAMIACEAE,Encephalartos,Voi Cycad,Faden &amp; Beentje,2010,EN,"B1ab(ii,iii,v)+2ab(ii,iii,v)",FALSE,FALSE,TRUE,"Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project & Bösenberg, J.D","Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F. & Schatz, G.  (East African Plants Red List Authority) and Donaldson, J.S. & Victor, J. (Cycad Red List Authority)",10-20,400,1800,800,NA,NA,NA,NA,NA,NA,Encephalartos kisambo
32206,Hemandradenia chevalieri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,CONNARACEAE,Hemandradenia,NA,Stapf,1998,EN,B1+2c,FALSE,FALSE,TRUE,"Assi, A.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hemandradenia chevalieri
32208,Macaranga beillei,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Macaranga,NA,Prain,1998,VU,B1+2c,FALSE,FALSE,TRUE,"Assi, A.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macaranga beillei
33474,Brachylaena huillensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Brachylaena,NA,O. Hoffm.,1998,LR/nt,NA,FALSE,FALSE,TRUE,World Conservation Monitoring Centre,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachylaena huillensis
32899,Beilschmiedia kweo,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Beilschmiedia,NA,(Mildbr.) Robyns &amp; Wilczek,1998,VU,B1+2b,FALSE,FALSE,TRUE,"Lovett, J. & Clarke, G.P.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beilschmiedia kweo
32216,Cassipourea hiotou,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Cassipourea,NA,Aubrev. &amp; Pellegrin,1998,VU,"A1c, B1+2c",FALSE,FALSE,TRUE,"Assi, A.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassipourea hiotou
41948,Encephalartos kanga,PLANTAE,TRACHEOPHYTA,CYCADOPSIDA,CYCADALES,ZAMIACEAE,Encephalartos,NA,Pócs &amp; Q.Luke,2010,CR,"B2ab(iii,v); C2a(i)",FALSE,FALSE,TRUE,Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project,"Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F. & Schatz, G.  (East African Plants Red List Authority) and Donaldson, J.S. & Bösenberg, J.D.(Cycad Red List Authority)",9,9,1300,1000,NA,NA,NA,NA,NA,NA,Encephalartos kanga
19891590,Macrotyloma geocarpum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Macrotyloma,NA,(Harms) Marechal & Baudet,2012,LC,NA,FALSE,FALSE,TRUE,"Groom, A.","Hilton-Taylor, C.",NA,NA,280,0,NA,NA,NA,NA,NA,NA,Macrotyloma geocarpum
185380,Eleocharis complanata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Eleocharis,NA,Boeckeler,2010,LC,NA,FALSE,TRUE,FALSE,"Juffe, D.","Smith, K. & Allen, D.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleocharis complanata
179852,Polystachya mazumbaiensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Polystachya,NA,P.J.Cribb &amp; Podz.,2013,EN,B1ab(iii)+2ab(iii),FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C. & Scott, J.A.",29.9,109.5,1450,1070,NA,NA,NA,NA,NA,NA,Polystachya mazumbaiensis
44392633,Trichopteryx dregeana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Trichopteryx,NA,Nees,2013,LC,NA,FALSE,FALSE,TRUE,"Contu, S.","Scott, J.A.",NA,NA,2100,1100,NA,NA,NA,NA,NA,NA,Trichopteryx dregeana
202802,Sarcolophium suberosum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,MENISPERMACEAE,Sarcolophium,NA,(Diels) Troupin,2015,NT,NA,FALSE,FALSE,TRUE,"Cheek, M.","Onana, J.-M.",68,207080,600,0,NA,NA,NA,NA,NA,NA,Sarcolophium suberosum
48154018,Isoglossa oreacanthoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Isoglossa,NA,Mildbr.,2015,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",FALSE,FALSE,TRUE,"Luke, Q., Bangirinama, F., Beentje, H.J., Darbyshire, I., Gereau, R., Kabuye, C., Kalema, J., Kelbessa, E., Kindeketa, W., Minani, V., Mwangoka, M. & Ndangalasi, H.","Maunder, M. & Hilton-Taylor, C.",12,20.4071,2200,1000,NA,NA,NA,NA,NA,NA,Isoglossa oreacanthoides
30441,Microberlinia bisulcata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Microberlinia,NA,A.Chev.,2000,CR,A1c+2c,FALSE,FALSE,TRUE,"Cheek, M. & Cable, S.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microberlinia bisulcata
34655,Coffea togoensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coffea,NA,A.Chev.,2017,EN,B2ab(iii),FALSE,FALSE,TRUE,"Chadburn, H. & Davis, A.P.","Rivers, M.C.",20,26500,580,50,NA,NA,NA,NA,NA,NA,Coffea togoensis
158286,Polyscias albersiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Polyscias,NA,Harms,2009,EN,B1ab(iii),FALSE,FALSE,TRUE,Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project,"Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F. & Schatz, G.  (East African Plants Red List Authority)",NA,3456,2000,1250,NA,NA,NA,NA,NA,NA,Polyscias albersiana
158048,Streptocarpus caulescens,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,GESNERIACEAE,Streptocarpus,NA,Vatke,2014,LC,NA,FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C.",200,91701,2100,950,NA,NA,NA,NA,NA,NA,Streptocarpus caulescens
34216,Croton alienus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Croton,NA,Pax,1998,EN,B1+2c,FALSE,FALSE,TRUE,World Conservation Monitoring Centre,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croton alienus
35490,Temnocalyx nodulosus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Temnocalyx,NA,Robyns,1998,VU,B1+2b,FALSE,FALSE,TRUE,"Lovett, J. & Clarke, G.P.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnocalyx nodulosus
32270,Millettia semseii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Millettia,NA,J.B. Gillett,1998,VU,B1+2b,FALSE,FALSE,TRUE,"Lovett, J. & Clarke, G.P.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Millettia semseii
34824,Trichoscypha cavalliensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Trichoscypha,NA,Aubrev. &amp; Pellegr.,1998,VU,"A1c, B1+2c",FALSE,FALSE,TRUE,"Hawthorne, W.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trichoscypha cavalliensis
47348064,Impatiens leedalii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GERANIALES,BALSAMINACEAE,Impatiens,NA,Grey-Wilson,2013,LC,NA,FALSE,FALSE,TRUE,IUCN SSC East African Plants Red List Authority,"Hilton-Taylor, C. & Scott, J.A.",1-10,NA,2800,2300,NA,NA,NA,NA,NA,NA,Impatiens leedalii
19891705,Crotalaria johannis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Crotalaria,NA,Torre,2012,DD,NA,FALSE,FALSE,TRUE,"Contu, S.","Hilton-Taylor, C.",NA,NA,1600,1500,NA,NA,NA,NA,NA,NA,Crotalaria johannis
34452,Coffea fadenii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coffea,NA,Bridson,2018,EN,B1ab(iii)+2ab(iii),FALSE,FALSE,TRUE,"O'Sullivan, R.J. & Davis, A.P.","Beentje, H.J.",16.00,680.95,2070,1440,NA,NA,NA,NA,NA,NA,Coffea fadenii
48153976,Duosperma kilimandscharicum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Duosperma,NA,(C.B.Clarke) Dayton,2015,LC,NA,FALSE,FALSE,TRUE,"Luke, W.R.Q., Bangirinama, F., Beentje, H.J., Darbyshire, I., Gereau, R., Kabuye, C., Kalema, J., Kelbessa, E., Kindeketa, W., Minani, V., Mwangoka, M. & Ndangalasi, H.","Maunder, M. & Hilton-Taylor, C.",529.237,80015,1000,350,NA,NA,NA,NA,NA,NA,Duosperma kilimandscharicum
48154050,Justicia brevipila,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Justicia,NA,Hedrén,2015,VU,"B2ab(ii,iii)",FALSE,FALSE,TRUE,"Luke, Q., Bangirinama, F., Beentje, H.J., Darbyshire, I., Gereau, R., Kabuye, C., Kalema, J., Kelbessa, E., Kindeketa, W., Minani, V., Mwangoka, M. & Ndangalasi, H.","Maunder, M. & Hilton-Taylor, C.",189.726,32803.2,350,25,NA,NA,NA,NA,NA,NA,Justicia brevipila
168736,Sagittaria guayanensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ALISMATACEAE,Sagittaria,NA,Kunth,2011,LC,NA,FALSE,TRUE,FALSE,"Gupta, A.K.","Juffe Bignoli, D., Nophasead, L., Zhuang, X. & Homsombath, K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sagittaria guayanensis
158130,Gonatopus marattioides,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Gonatopus,NA,(Peter) Bogner,2009,EN,"B2ab(i,ii,iii,iv,v)",FALSE,FALSE,TRUE,Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project,"Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F. & Schatz, G.  (East African Plants Red List Authority)",130,15000,360,5,NA,NA,NA,NA,NA,NA,Gonatopus marattioides
158176,Aloe richardsiae,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,NA,Reynolds,2009,NT,NA,FALSE,FALSE,TRUE,Eastern Arc Mountains & Coastal Forests CEPF Plant Assessment Project Participants,"Beentje, H., Gereau, R., Kabuye, C., Kalema, J., Luke, Q., Lyaruu, H., Maunder, M., Mwachala, G., Ndangalasi, H., Njau, F., Schatz, G. & Wabuele, E.  (East African Plants Red List Authority)",40,67232,1700,1075,NA,NA,NA,NA,NA,NA,Aloe richardsiae
