tax_sp_level,nbe_occ_gbif,nbe_loc_gbif,list_continents_gbif
Digitaria siderograpta,2,2,AFRICA
Isolepis hystrix,54,39,"OCEANIA, AFRICA"
Aponogeton natalense,1,1,AFRICA
Pentas lindenioides,1,1,AFRICA
Aristolochia hockii,4,4,AFRICA
Coelanthum grandiflorum,1,1,AFRICA
Ocimum mearnsii,0,NA,NA
Thamnochortus cinereus,3,2,AFRICA
Eulophia galeoloides,4,1,
Crudia michelsonii,1,1,AFRICA
Cyperus albostriatus,30,22,"OCEANIA, AFRICA"
Samolus porosus,2,2,AFRICA
Marantochloa sulphurea,1,1,AFRICA
Chascanum sessilifolium,3,1,AFRICA
Disa brachyceras,3,3,
Raphionacme globosa,7,4,AFRICA
Viscum schimperi,5,5,AFRICA
Aristida transvaalensis,2,2,AFRICA
Allophylus tanzaniensis,0,NA,NA
Tragus pedunculatus,2,2,AFRICA
Anadelphia trispiculata,4,3,AFRICA
Anemia nudiuscula,5,4,AFRICA
Pseudarthria fagifolia,9,5,AFRICA
Aristida diffusa,3,3,AFRICA
Eucomis zambesiaca,2,1,AFRICA
Ficinia ixioides,3,1,AFRICA
Turraea zambesica,6,6,AFRICA
Hebenstretia robusta,0,NA,NA
Xyris parvula,0,NA,NA
Nectaropetalum acuminatum,0,NA,NA
Tetradenia urticifolia,1,1,AFRICA
Oxalis ebracteata,4,2,AFRICA
Lebeckia linearifolia,1,1,AFRICA
Hibiscus kirkii,3,2,AFRICA
Lichtensteinia lacera,4,3,AFRICA
Heliophila dregeana,0,NA,NA
Aneilema plagiocapsa,3,3,
Xyris erubescens,12,9,AFRICA
Arnebia hispidissima,14,12,AFRICA
Humularia duvigneaudii,1,1,
Lobelia setacea,5,3,AFRICA
Thesium racemosum,0,NA,NA
Schizodium obliquum,5,4,AFRICA
Erica terniflora,1,1,AFRICA
Grewia similiopsis,0,NA,NA
Thesium lewallei,4,1,
Crotalaria phyllostachys,0,NA,NA
Dioscorea sylvatica,5,5,AFRICA
Thecacoris lancifolia,NA,NA,NA
Thunbergia tsavoensis,0,NA,NA
Geissorhiza ciliatula,1,1,AFRICA
Uebelinia kigesiensis,23,NA,NA
Grewia lilacina,3,3,AFRICA
Monopsis lutea,4,3,AFRICA
Euphorbia songweana,0,NA,NA
Maerua sessiliflora,1,1,AFRICA
Euclea undulata,7,6,AFRICA
Combretum calobotrys,124,77,AFRICA
Trianthema sheilae,6,3,AFRICA
Blepharis uzondoensis,0,NA,NA
Conyza boranensis,16,12,AFRICA
Selago albomarginata,1,1,
Thamnochortus fruticosus,2,2,AFRICA
Ipomoea magnusiana,6,4,AFRICA
Moraea stricta,1,1,AFRICA
Kniphofia foliosa,18,7,AFRICA
Senecio oxyriifolius,6,5,AFRICA
Geigeria elongata,3,1,AFRICA
Pentaschistis ampla,16,5,AFRICA
Erica similis,3,2,AFRICA
Hyalocystis viscosa,3,3,AFRICA
Adenodolichos katangensis,8,5,
Osteospermum corymbosum,1,1,
Delosperma mahonii,2,2,AFRICA
Helichrysum chasei,1,1,AFRICA
Cladostigma dioicum,6,3,AFRICA
Pharnaceum aurantium,1,1,AFRICA
Lepidagathis epacridea,4,1,AFRICA
Pachycarpus schweinfurthii,41,27,AFRICA
Cyperus meeboldii,1,1,AFRICA
Allophylus torrei,1,1,
Memecylon simulans,2,1,AFRICA
Vaccinium exul,6,4,AFRICA
Cassipourea dinklagei,8,3,AFRICA
Bulbostylis lineolata,2,2,AFRICA
Oxalis recticaulis,2,1,AFRICA
Thelypteris arbuscula,6,4,
Moraea spathulata,14,9,AFRICA
Disperis galerita,5,5,AFRICA
Wahlenbergia cernua,2,2,AFRICA
Karomia speciosa,10,3,AFRICA
Magnistipula sapinii,2,2,
Delosperma abyssinicum,1,1,AFRICA
Monanthotaxis gilletii,2,2,
Seddera hallieri,4,3,AFRICA
Guilandina bonduc,262,166,"OCEANIA, AFRICA, SOUTH_AMERICA, NORTH_AMERICA"
Plectranthus fruticosus,14,9,"AFRICA, EUROPE"
Momordica angustisepala,12,4,AFRICA
Euphorbia neopolycnemoides,2,2,AFRICA
Ecbolium boranense,9,5,AFRICA
Periploca visciformis,13,6,AFRICA
Ficus burtt-davyi,2,1,AFRICA
Nephrolepis acutifolia,41,30,"OCEANIA, ASIA, AFRICA"
Raphionacme vignei,3,2,AFRICA
Oresbia heterocarpa,1,1,AFRICA
Bidens pachyloma,7,1,AFRICA
Convolvulus argillicola,2,1,AFRICA
Chassalia eickii,NA,NA,NA
Bulbostylis humilis,7,6,AFRICA
Brachycorythis pumilio,3,3,AFRICA
Raphionacme longifolia,4,3,AFRICA
Pteronia acuminata,1,1,AFRICA
Indigofera trichopoda,8,4,AFRICA
Vaccaria hispanica,262,166,"EUROPE, OCEANIA, NORTH_AMERICA"
Tephrosia hildebrandtii,5,5,AFRICA
Habenaria alinae,1,1,AFRICA
Commelina aurantiiflora,1,1,AFRICA
Seriphium kilimandscharicum,9,7,AFRICA
Dolichos antunesii,1,1,AFRICA
Dipcadi marlothii,1,1,AFRICA
Gyrocarpus angustifolius,3,2,AFRICA
Polygala gilletii,4,4,AFRICA
Trichopteryx marungensis,10,9,AFRICA
Hartliella bampsii,2,2,
Craibia zimmermannii,17,11,AFRICA
Scabiosa buekiana,2,2,AFRICA
Stoeberia beetzii,2,2,AFRICA
Bocconia frutescens,187,95,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA"
Hermannia boraginiflora,7,5,AFRICA
Sesbania greenwayi,10,7,AFRICA
Pavonia melhanioides,2,2,AFRICA
Phylica vulgaris,3,3,AFRICA
Orthosiphon collinus,NA,NA,NA
Cyphostemma stegosaurus,2,2,AFRICA
Seddera virgata,1,1,AFRICA
Exochaenium dimidiatum,0,NA,NA
Melianthus elongatus,4,3,AFRICA
Alloeochaete gracillima,0,NA,NA
Bulbostylis longiradiata,10,4,AFRICA
Vigna stenophylla,4,3,AFRICA
Euphorbia desmondii,4,4,AFRICA
Xylocarpus granatum,159,113,"OCEANIA, AFRICA, ASIA"
Tritoniopsis parviflora,1,1,
Habenaria trachypetala,4,3,AFRICA
Calostephane divaricata,8,6,AFRICA
Delosperma crassuloides,1,1,AFRICA
Grewia calymmatosepala,2,2,AFRICA
Lapeirousia odoratissima,0,NA,NA
Cyperus juncelliformis,3,1,
Loudetia lanata,2,1,AFRICA
Ximenia caffra,73,55,AFRICA
Helichrysum tomentosulum,5,4,AFRICA
Gerrardina foliosa,5,4,AFRICA
Ethulia greenwayi,0,NA,NA
Papaver somniferum,381,113,"EUROPE, SOUTH_AMERICA, NORTH_AMERICA"
Indigofera curvata,0,NA,NA
Euphorbia tripartita,0,NA,NA
Vitex amboniensis,76,35,AFRICA
Aloe ruspoliana,3,2,AFRICA
Pavetta mollissima,2,2,AFRICA
Senecio confertus,4,3,AFRICA
Cineraria canescens,2,2,AFRICA
Momordica spinosa,3,2,AFRICA
Dicliptera clinopodia,4,4,AFRICA
Hertia ciliata,2,2,AFRICA
Phyllobolus lignescens,1,1,AFRICA
Sesamum rigidum,6,4,AFRICA
Manilkara koechlinii,22,4,AFRICA
Cribbia confusa,7,3,AFRICA
Disa amoena,1,1,AFRICA
Ochna citrina,0,NA,NA
Vernonia mogadoxensis,1,1,AFRICA
Bulbophyllum bidenticulatum,5,3,AFRICA
Polygala macowaniana,2,2,AFRICA
Solanum bequaertii,69,41,AFRICA
Habenaria linguiformis,0,NA,NA
Pyrenacantha malvifolia,16,6,AFRICA
Sericanthe burundensis,22,5,AFRICA
Cyphostemma digitatum,2,1,AFRICA
Launaea brunneri,3,3,AFRICA
Pycnostachys verticillata,0,NA,NA
Lessertia falciformis,3,3,AFRICA
Synsepalum zenkeri,2,2,AFRICA
Cadaba ruspolii,4,4,AFRICA
Disa chrysostachya,2,1,AFRICA
Phragmanthera zygiarum,3,1,AFRICA
Senecio lewallei,5,2,AFRICA
Pulicaria dysenterica,75,50,EUROPE
Didelotia ledermannii,1,1,AFRICA
Jatropha tropaeolifolia,0,NA,NA
Bulbophyllum carnosilabium,1,1,AFRICA
Acacia exuvialis,3,2,AFRICA
Pleiotaxis upembensis,4,3,
Terminalia scutifera,3,3,AFRICA
Conyza spinosa,6,3,AFRICA
Euphorbia papilionum,0,NA,NA
Spatalla longifolia,1,1,AFRICA
Holubia saccata,1,1,AFRICA
Asparagus subulatus,2,1,AFRICA
Thunbergia grandiflora,177,111,"ASIA, OCEANIA, SOUTH_AMERICA, AFRICA, NORTH_AMERICA"
Dopatrium junceum,24,19,"OCEANIA, AFRICA"
Emilia baberka,6,4,AFRICA
Bulbostylis rotundata,0,NA,NA
Cryptosepalum katangense,5,5,AFRICA
Sesamothamnus lugardii,0,NA,NA
Stipagrostis hochstetteriana,3,3,AFRICA
Buchnera dilungensis,1,1,
Asparagus aspergillus,2,2,AFRICA
Chassalia kisimbae,2,2,AFRICA
Microstachys acetosella,6,5,AFRICA
Hermannia gerrardii,0,NA,NA
Heliophila variabilis,1,1,AFRICA
Lythrum rotundifolium,17,14,AFRICA
Crassocephalum coeruleum,1,1,AFRICA
Solanum triflorum,444,276,"NORTH_AMERICA, OCEANIA, EUROPE, AFRICA"
Asystasia excellens,17,11,AFRICA
Piptostigma macrophyllum,NA,NA,NA
Potamogeton trichoides,144,95,"EUROPE, AFRICA"
Combretum blepharopetalum,6,NA,NA
Commiphora multijuga,0,NA,NA
Xanthium spinosum,308,248,"OCEANIA, NORTH_AMERICA, SOUTH_AMERICA"
Helichrysum paniculatum,0,NA,NA
Ficus leonensis,7,4,AFRICA
Cyphostemma adenocarpum,1,NA,NA
Renschia heteroptypica,1,NA,NA
Aloe macrosiphon,0,NA,NA
Morella cordifolia,2,2,AFRICA
Gnidia apiculata,2,2,AFRICA
Cynometra longipedicellata,0,NA,NA
Agapanthus praecox,61,32,SOUTH_AMERICA
Gossypium bricchettii,3,3,AFRICA
Balanites pedicellaris,7,5,AFRICA
Crotonogyne parvifolia,5,2,AFRICA
Euphorbia ballyana,0,NA,NA
Stomatanthes meyeri,0,NA,NA
Striga passargei,17,14,AFRICA
Phylica paniculata,8,7,AFRICA
Allium subhirsutum,11,8,"EUROPE, AFRICA"
Bullockia fadenii,0,NA,NA
Coccinia heterophylla,120,58,AFRICA
Ficus wakefieldii,3,1,AFRICA
Acokanthera oppositifolia,12,8,AFRICA
Streptopetalum hildebrandtii,1,1,AFRICA
Artabotrys le-testui,5,5,AFRICA
Xylocalyx recurvus,0,NA,NA
Crotalaria vialis,1,1,AFRICA
Combretum engleri,4,4,AFRICA
Trichoscypha hallei,3,2,AFRICA
Disperis pusilla,2,1,
Caralluma foetida,1,1,AFRICA
Encephalartos ferox,6,3,AFRICA
Aristea africana,3,1,AFRICA
Swertia schliebenii,0,NA,NA
Habenaria insolita,0,NA,NA
Vernonia sutherlandii,2,1,AFRICA
Polystachya saccata,1,1,
Stenoglottis fimbriata,6,4,AFRICA
Viscum luisengense,0,NA,NA
Grangea zambesiaca,1,1,
Crotalaria stenothyrsa,2,2,
Commiphora antunesii,1,1,AFRICA
Burmannia latialata,5,5,AFRICA
Alchemilla haumanii,5,3,AFRICA
Brachiaria ambigens,0,NA,NA
Uvaria caffra,32,13,AFRICA
Bacopa decumbens,10,7,AFRICA
Daucus hochstetteri,9,7,AFRICA
Gomphocarpus purpurascens,NA,NA,NA
Lactuca setosa,6,4,AFRICA
Grewia burttii,0,NA,NA
Duosperma longebracteolatum,1,1,
Momordica peteri,3,1,AFRICA
Aristida anisochaeta,0,NA,NA
Polygala schweinfurthii,0,NA,NA
Moraea demissa,2,2,AFRICA
Rhodocoma capensis,0,NA,NA
Commelina echinosperma,13,11,AFRICA
Bullockia pseudosetiflora,5,4,AFRICA
Triplophyllum speciosum,3,2,AFRICA
Phyllanthus moeroensis,6,3,
Syncolostemon oritrephes,1,1,AFRICA
Disa saxicola,4,4,AFRICA
Bupleurum mundii,5,2,AFRICA
Euphorbia pudibunda,8,NA,NA
Euphorbia kraussiana,1,1,AFRICA
Aeschynomene pseudoglabrescens,0,NA,NA
Euphorbia magnifica,0,NA,NA
Lapeirousia barklyi,1,1,AFRICA
Grewia balensis,0,NA,NA
Eriocaulon adamesii,2,2,AFRICA
Ascolepis dipsacoides,2,NA,NA
Leucomphalos libericus,8,3,AFRICA
Phyllanthus vanderystii,1,1,
Limosella macrantha,1,1,AFRICA
Barleria gueinzii,6,3,AFRICA
Eragrostis astrepta,0,NA,NA
Microcoelia leptostele,3,1,
Cuscuta natalensis,3,1,AFRICA
Crotalaria phylloloba,2,2,AFRICA
Celtis stolzii,2,1,AFRICA
Pearsonia aristata,2,2,AFRICA
Sesbania keniensis,2,1,AFRICA
Cyphostemma richardsiae,0,NA,NA
Aloe schweinfurthii,15,7,AFRICA
Acanthospermum glabratum,5,4,AFRICA
Gladiolus gracilis,1,1,AFRICA
Cyperus chordorrhizus,1,1,AFRICA
Ocimum reclinatum,1,1,AFRICA
Euphorbia contorta,0,NA,NA
Tetraria nigrovaginata,4,2,AFRICA
Erica lutea,2,2,
Dyschoriste nyassica,1,1,AFRICA
Caralluma gracilipes,12,NA,NA
Dalbergia albiflora,1,1,AFRICA
Disa pulchella,6,6,AFRICA
Diplolophium boranense,0,NA,NA
Eulophia paradoxa,23,10,AFRICA
Euphorbia whyteana,0,NA,NA
Ochradenus baccatus,42,32,"ASIA, AFRICA"
Stathmostelma katangense,1,1,
Oxygonum magdalenae,1,1,AFRICA
Harveya capensis,5,4,AFRICA
Sehima ischaemoides,7,7,AFRICA
Chascanum mixtum,1,1,AFRICA
Thesium hararensis,4,2,AFRICA
Clutia conferta,0,NA,NA
Aloe metallica,0,NA,NA
Hygrophila mediatrix,1,1,AFRICA
Acrotome tenuis,0,NA,NA
Gossypium anomalum,5,4,AFRICA
Echinops aberdaricus,1,1,AFRICA
Clematis kakoulimensis,0,NA,NA
Cyperus endlichii,1,1,
Habenaria papyracea,6,4,AFRICA
Muraltia pungens,2,1,AFRICA
Aristida paoliana,0,NA,NA
Pavetta termitaria,5,3,AFRICA
Phyllanthus raynalii,3,NA,NA
Euphorbia galgalana,0,NA,NA
Schoenefeldia stricta,93,61,AFRICA
Lepidium niloticum,4,3,"AFRICA, EUROPE"
Adenocline zeyheri,2,2,AFRICA
Scleria calcicola,1,1,AFRICA
Panicum pseudoracemosum,1,1,
Echium longifolium,2,2,AFRICA
Siphonochilus parvus,0,NA,NA
Craterosiphon pseudoscandens,1,1,
Trachyandra asperata,3,2,AFRICA
Restio quinquefarius,3,2,AFRICA
Gilbertiodendron tonkolili,15,6,AFRICA
Impatiens glandulisepala,1,1,AFRICA
Asplenium lobatum,11,7,AFRICA
Radinosiphon leptostachya,2,2,AFRICA
Disperis bolusiana,1,1,AFRICA
Justicia adhatodoides,2,1,AFRICA
Stachys tysonii,1,1,AFRICA
Filago pyramidata,68,45,
Oldenlandia quadricostatum,NA,NA,NA
Wahlenbergia banksiana,5,5,AFRICA
Commelina lukei,0,NA,NA
Helichrysum mundtii,1,1,
Kyphocarpa angustifolia,7,7,AFRICA
Erica harroyana,3,1,AFRICA
Rinorea oubanguiensis,2,1,AFRICA
Aristida dewildemani,41,27,AFRICA
Cliffortia atrata,2,2,AFRICA
Rytigynia liberica,2,NA,NA
Nemum capitatum,1,1,AFRICA
Xerophyta schnizleinia,7,6,AFRICA
Asplenium ceterach,67,53,EUROPE
Pavetta erlangeri,2,1,AFRICA
Allophylus grotei,0,NA,NA
Fockea monroi,4,3,AFRICA
Lopholaena alata,3,2,AFRICA
Oxygonum salicifolium,3,3,AFRICA
Protea burchellii,0,NA,NA
Tridactyle fusifera,0,NA,NA
Pennisetum hohenackeri,11,6,AFRICA
Ledermanniella minutissima,1,1,AFRICA
Phyllopodium heterophyllum,5,3,AFRICA
Phyllanthus wittei,4,3,
Trachyandra muricata,4,2,AFRICA
Plectranthus kapatensis,4,4,AFRICA
Wurmbea spicata,1,1,
Euphorbia baioensis,0,NA,NA
Diospyros troupinii,3,3,AFRICA
Octolobus zenkeri,14,5,AFRICA
Xerophyta kirkii,1,1,AFRICA
Polystachya reekmansii,NA,NA,NA
Bothriocline subcordata,2,2,AFRICA
Commelina nyasensis,2,2,AFRICA
Cyathea nicklesii,1,1,
Aloe sinana,0,NA,NA
Digitaria chevalieri,29,28,AFRICA
Oxygonum vanderystii,1,1,
Anabasis ehrenbergii,0,NA,NA
Trichogyne ambigua,1,1,AFRICA
Crotalaria boehmii,1,1,AFRICA
Senecio glastifolius,15,6,AFRICA
Pseudoselago serrata,2,2,AFRICA
Pelargonium whytei,7,6,AFRICA
Bothriocline sengensis,3,3,AFRICA
Geranium mlanjense,1,1,AFRICA
Eruca vesicaria,179,120,"NORTH_AMERICA, EUROPE, SOUTH_AMERICA"
Angraecopsis dolabriformis,4,NA,NA
Basananthe pedata,1,1,AFRICA
Pennisetum schweinfurthii,6,4,AFRICA
Polystachya moreauae,0,NA,NA
Vernonia meiostephana,2,2,
Justicia richardsiae,2,2,
Cola fibrillosa,5,2,AFRICA
Megalochlamys marlothii,7,6,AFRICA
Harveya tanzanica,0,NA,NA
Indigofera conferta,8,6,AFRICA
Tetraria mlanjensis,2,2,AFRICA
Caucanthus albidus,11,7,AFRICA
Plantago cafra,3,3,AFRICA
Wahlenbergia marunguensis,2,2,
Cleome coeruleo-rosea,2,2,AFRICA
Jamesbrittenia albiflora,1,1,AFRICA
Hesperantha teretifolia,1,1,AFRICA
Raphionacme excisa,10,8,AFRICA
Justicia fischeri,8,6,AFRICA
Dewildemania stenophylla,1,1,
Reseda lutea,206,139,"EUROPE, OCEANIA"
Phyllanthus brynaertii,3,2,
Tarenna bridsoniana,1,1,
Euphorbia graniticola,2,2,AFRICA
Crotalaria szaferana,2,2,
Felicia microsperma,2,1,AFRICA
Tetraria flexuosa,7,4,AFRICA
Gastridium phleoides,302,182,
Pseudosabicea becquetii,7,5,AFRICA
Faroa amara,1,1,AFRICA
Ophrestia torrei,0,NA,NA
Trichostachys interrupta,4,3,AFRICA
Oncosiphon suffruticosum,99,59,AFRICA
Exochaenium exiguum,1,1,AFRICA
Sesuvium hydaspicum,13,9,AFRICA
Ledermanniella bosii,2,1,AFRICA
Genlisea glandulosissima,0,NA,NA
Huernia levyi,0,NA,NA
Ancistrorhynchus brevifolius,1,NA,NA
Barleria marginata,0,NA,NA
Habenaria ugandensis,0,NA,NA
Dorstenia afromontana,0,NA,NA
Cyathea capensis,2,1,AFRICA
Rhynchosia heterophylla,1,1,
Commicarpus sinuatus,10,8,AFRICA
Habenaria tridens,2,2,AFRICA
Echinochloa brevipedicellata,0,NA,NA
Craibia brownii,9,7,AFRICA
Diaphananthe stolzii,5,2,AFRICA
Geigeria plumosa,9,5,AFRICA
Triraphis purpurea,3,3,AFRICA
Glinus bainesii,1,1,AFRICA
Rinorea comperei,3,3,
Solanum piperiferum,117,89,"SOUTH_AMERICA, AFRICA"
Agelanthus nyasicus,4,4,AFRICA
Helichrysum lepidissimum,1,1,AFRICA
Euphorbia ambroseae,2,2,AFRICA
Marsilea coromandelina,6,5,"AFRICA, ASIA"
Justicia bracteata,7,6,AFRICA
Euphorbia clavarioides,1,1,AFRICA
Rhaphiostylis minima,6,4,AFRICA
Polystachya porphyrochila,0,NA,NA
Angraecopsis amaniensis,24,NA,NA
Tylophora parvifolia,3,3,AFRICA
Corallocarpus boehmii,0,NA,NA
Aneilema mortonii,3,2,AFRICA
Cuscuta gerrardii,1,1,AFRICA
Aeschynomene nilotica,7,6,AFRICA
Schoenoplectiella erecta,41,31,"OCEANIA, AFRICA"
Octoknema dinklagei,8,1,AFRICA
Mimulopsis kilimandscharica,0,NA,NA
Helichrysum acutatum,3,3,AFRICA
Aneilema clarkei,2,2,AFRICA
Portulaca conoidea,0,NA,NA
Pycnostachys niamniamensis,4,2,AFRICA
Primula verticillata,16,10,AFRICA
Rinorea breteleri,22,12,AFRICA
Murdannia stricta,3,3,
Euphorbia ramulosa,1,1,AFRICA
Justicia nilgherrensis,0,NA,NA
Gymnosporia gurueensis,2,2,AFRICA
Solanum fuscatum,NA,NA,NA
Muraltia divaricata,5,3,AFRICA
Justicia grisea,5,4,AFRICA
Cola liberica,8,5,AFRICA
Barleria heterotricha,2,1,AFRICA
Euphorbia guerichiana,3,2,AFRICA
Erica corifolia,7,6,AFRICA
Agelanthus igneus,0,NA,NA
Manilkara cuneifolia,226,116,AFRICA
Dorstenia ulugurensis,0,NA,NA
Berkheya speciosa,1,1,AFRICA
Polystachya campyloglossa,0,NA,NA
Monotes dasyanthus,2,2,AFRICA
Lachenalia salteri,0,NA,NA
Pavetta whiteana,2,2,AFRICA
Eriospermum kirkii,1,1,AFRICA
Pavonia eremogeiton,1,1,AFRICA
Streptocarpus solenanthus,0,NA,NA
Urginea micrantha,42,33,"AFRICA, EUROPE"
Aerangis carnea,0,NA,NA
Hydrothauma manicatum,2,2,
Saxicolella flabellata,0,NA,NA
Orthanthera jasminiflora,6,3,AFRICA
Leplaea mangenotiana,5,2,AFRICA
Synsepalum ulugurense,0,NA,NA
Schoenoplectiella oxyjulos,1,1,AFRICA
Ammannia parvula,1,1,AFRICA
Tephrosia miranda,4,4,AFRICA
Blepharis spinescens,0,NA,NA
Diospyros onanae,2,1,AFRICA
Salacia tuberculata,7,3,AFRICA
Baissea leontonori,17,9,AFRICA
Combretum rochetianum,8,5,AFRICA
Danthoniopsis viridis,2,2,AFRICA
Habenaria cirrhata,8,7,AFRICA
Chondropetalum nudum,3,3,AFRICA
Eriocaulon bicolor,1,1,
Bulbine annua,2,2,"EUROPE, AFRICA"
Hermbstaedtia fleckii,2,2,AFRICA
Chlorophytum cooperi,6,3,AFRICA
Helichrysum spiralepis,40,30,AFRICA
Digitaria comifera,1,1,AFRICA
Lobelia coronopifolia,4,4,AFRICA
Lotus namulensis,3,3,AFRICA
Plectranthus verticillatus,37,27,"OCEANIA, SOUTH_AMERICA"
Cucumis jeffreyanus,0,NA,NA
Jamesbrittenia pristisepala,1,1,AFRICA
Englerastrum nigericum,6,4,AFRICA
Vernonia urticifolia,2,2,AFRICA
Crassula zombensis,0,NA,NA
Eriocaulon bamendae,0,NA,NA
Cephalaria petiolata,1,1,AFRICA
Phymaspermum athanasioides,2,1,AFRICA
Whitfieldia purpurata,1,NA,NA
Genyorchis summerhayesiana,0,NA,NA
Guizotia zavattarii,1,1,AFRICA
Canavalia gladiata,21,17,"ASIA, AFRICA, SOUTH_AMERICA"
Polygala goetzei,3,2,AFRICA
Limonium purpuratum,1,1,AFRICA
Mahernia pulchella,5,5,AFRICA
Bulbostylis megastachys,2,1,AFRICA
Aloe fibrosa,0,NA,NA
Millettia tanaensis,0,NA,NA
Aneilema johnstonii,2,2,AFRICA
Ceropegia somalensis,0,NA,NA
Impatiens elachistocentra,0,NA,NA
Pterodiscus purpureus,3,2,AFRICA
Eulophia schweinfurthii,9,6,AFRICA
Cleome scaposa,18,13,AFRICA
Dregea floribunda,3,2,AFRICA
Lycium schizocalyx,2,2,AFRICA
Ancistrocladus abbreviatus,15,8,AFRICA
Aerangis jacksonii,0,NA,NA
Holothrix pentadactyla,1,1,AFRICA
Phylica strigosa,2,2,AFRICA
Turraea kokwaroana,1,1,
Aneilema forskalii,8,6,AFRICA
Asparagus squarrosus,2,1,AFRICA
Pseudogaltonia clavata,3,2,AFRICA
Salacia letestui,24,10,AFRICA
Craterispermum inquisitorium,19,10,AFRICA
Athanasia trifurcata,7,6,AFRICA
Asystasia linearis,2,2,AFRICA
Indigofera scarciesii,0,NA,NA
Culcasia linearifolia,2,1,AFRICA
Adenia kigogoensis,2,1,AFRICA
Tapiphyllum rhodesiacum,8,1,
Rottboellia purpurascens,6,5,AFRICA
Arenaria serpyllifolia,284,219,"NORTH_AMERICA, EUROPE"
Buchnera bampsiana,1,1,
Brachypodium retusum,36,27,"AFRICA, EUROPE"
Pleuropterantha revoilii,6,4,AFRICA
Senna truncata,0,NA,NA
Erica calycina,3,3,AFRICA
Marsilea ephippiocarpa,3,2,AFRICA
Sarcostemma daltonii,1,1,AFRICA
Ledermanniella harrisii,0,NA,NA
Cordia tisserantii,10,6,AFRICA
Triumfetta glabrior,2,2,AFRICA
Plicosepalus kalachariensis,11,8,AFRICA
Harpachne bogdanii,0,NA,NA
Phylica lachneaeoides,0,NA,NA
Macaranga assas,13,7,AFRICA
Phylica parviflora,10,6,AFRICA
Dignathia hirtella,3,3,AFRICA
Isoglossa ufipensis,0,NA,NA
Ipomoea hellebarda,15,10,"ASIA, AFRICA"
Biophytum macrorrhizum,2,2,AFRICA
Erythrococca dewevrei,2,2,
Leucospermum saxosum,1,1,AFRICA
Habenaria xanthochlora,0,NA,NA
Thereianthus bracteolatus,5,3,AFRICA
Mocquerysia multiflora,9,7,AFRICA
Chlorophytum vaginatum,1,1,AFRICA
Blepharis innocua,4,1,AFRICA
Paronychia chlorothyrsa,1,1,AFRICA
Tetraena alba,29,20,AFRICA
Acacia fumosa,0,NA,NA
Ozoroa longipes,2,2,AFRICA
Sesamothamnus busseanus,3,3,AFRICA
Scorzonera laciniata,45,28,NORTH_AMERICA
Priva flabelliformis,9,5,AFRICA
Malva aethiopica,4,2,AFRICA
Chloris mensensis,4,2,AFRICA
Begonia wollastonii,4,4,AFRICA
Blepharis ilicifolia,0,NA,NA
Adenia stenophylla,14,10,AFRICA
Microloma incanum,3,3,AFRICA
Cucumis humifructus,3,2,AFRICA
Rhynchocalyx lawsonioides,3,1,AFRICA
Eragrostis omahekensis,3,3,AFRICA
Dissotis simonis-jamesii,2,2,AFRICA
Phagnalon stenolepis,6,4,AFRICA
Pavetta troupinii,1,1,
Silene lynesii,2,1,AFRICA
Angraecum spectabile,0,NA,NA
Endostemon wakefieldii,2,2,AFRICA
Brillantaisia oligantha,2,1,AFRICA
Glinus setiflorus,3,3,AFRICA
Raphionacme galpinii,1,1,AFRICA
Polygala pungens,1,1,AFRICA
Pittosporum goetzei,0,NA,NA
Euphorbia exilispina,0,NA,NA
Digitaria hydrophila,2,2,
Bulbostylis scleropus,9,8,AFRICA
Cheilanthes involuta,15,13,AFRICA
Plectranthus scebeli,1,1,AFRICA
Ornithoglossum undulatum,1,1,
Leucas bracteosa,1,1,AFRICA
Dichapetalum montanum,12,7,AFRICA
Trianthema crystallina,7,6,AFRICA
Medicago laciniata,221,181,"OCEANIA, AFRICA, ASIA"
Zanthoxylum mezoneurispinosum,16,6,AFRICA
Asplenium adamsii,0,NA,NA
Polygala meonantha,0,NA,NA
Kalanchoe nyikae,0,NA,NA
Combretum polyanthum,19,4,AFRICA
Ceropegia porphyrotricha,4,4,AFRICA
Terminalia albida,6,5,AFRICA
Echinops ellenbeckii,10,3,AFRICA
Filago vulgaris,141,99,"EUROPE, NORTH_AMERICA"
Pachycarpus petherickianus,4,3,AFRICA
Anthephora argentea,1,1,AFRICA
Premna mortehanii,1,1,
Bulbophyllum tenue,0,NA,NA
Argyrolobium rupestre,15,12,AFRICA
Satyrium erectum,2,2,AFRICA
Ledermanniella fusilla,NA,NA,NA
Erica muscosa,10,6,AFRICA
Satyrium ligulatum,0,NA,NA
Malvastrum coromandelianum,259,199,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA"
Eleocharis schlechteri,6,5,AFRICA
Isomacrolobium brachyrhachis,5,1,AFRICA
Aspidoglossum gracile,3,2,AFRICA
Capparis viminea,5,4,AFRICA
Euphorbia kerstingii,1,1,AFRICA
Eriosema longiunguiculatum,1,1,
Hymenophyllum mildbraedii,1,1,AFRICA
Pseudohydrosme buettneri,NA,NA,NA
Nidorella microcephala,31,25,AFRICA
Anthonotha wijmacampensis,6,1,AFRICA
Erlangea alternifolia,2,2,AFRICA
Premna mooiensis,4,3,AFRICA
Guibourtia carrissoana,2,2,AFRICA
